starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 16 12:30:38 2018	1523903438	0	9	9	9
Mon Apr 16 12:30:37 2018	1523903437	0	10	10	10
Mon Apr 16 12:30:38 2018	1523903438	0	11	11	11
Mon Apr 16 12:30:36 2018	1523903436	0	11	11	8
Mon Apr 16 12:30:38 2018	1523903438	1	10	11	10
Mon Apr 16 12:30:37 2018	1523903437	0	12	12	11
Mon Apr 16 12:30:38 2018	1523903438	0	12	12	12
Mon Apr 16 12:30:37 2018	1523903437	0	12	12	12
Mon Apr 16 12:30:37 2018	1523903437	1	12	12	12
Mon Apr 16 12:30:37 2018	1523903437	0	13	13	13
Mon Apr 16 12:30:37 2018	1523903437	0	13	13	13
Mon Apr 16 12:30:37 2018	1523903437	0	13	13	13
Mon Apr 16 12:30:37 2018	1523903437	0	13	13	13
Mon Apr 16 12:30:38 2018	1523903438	0	14	14	14
Mon Apr 16 12:30:38 2018	1523903438	0	14	14	14
Mon Apr 16 12:30:37 2018	1523903437	0	14	14	13
Mon Apr 16 12:30:37 2018	1523903437	0	15	15	15
Mon Apr 16 12:30:38 2018	1523903438	1	14	15	14
Mon Apr 16 12:30:37 2018	1523903437	0	15	15	15
Mon Apr 16 12:30:37 2018	1523903437	0	15	15	15
Mon Apr 16 12:30:37 2018	1523903437	0	15	15	15
Mon Apr 16 12:30:38 2018	1523903438	0	15	15	15
Mon Apr 16 12:30:37 2018	1523903437	0	15	15	15
Mon Apr 16 12:30:37 2018	1523903437	0	16	16	16
Mon Apr 16 12:30:37 2018	1523903437	0	16	16	16
Mon Apr 16 12:30:37 2018	1523903437	0	16	16	16
Mon Apr 16 12:30:37 2018	1523903437	0	16	16	16
Mon Apr 16 12:30:38 2018	1523903438	0	16	16	16
Mon Apr 16 12:30:38 2018	1523903438	1	16	17	16
Mon Apr 16 12:30:37 2018	1523903437	1	16	17	16
Mon Apr 16 12:30:38 2018	1523903438	0	17	17	17
Mon Apr 16 12:30:37 2018	1523903437	1	16	17	16
Mon Apr 16 12:30:38 2018	1523903438	0	18	18	18
Mon Apr 16 12:30:37 2018	1523903437	0	18	18	18
Mon Apr 16 12:30:37 2018	1523903437	1	17	18	17
Mon Apr 16 12:30:38 2018	1523903438	1	17	18	17
Mon Apr 16 12:30:38 2018	1523903438	0	18	18	18
Mon Apr 16 12:30:38 2018	1523903438	0	18	18	18
Mon Apr 16 12:30:38 2018	1523903438	0	18	18	18
Mon Apr 16 12:30:37 2018	1523903437	0	18	18	18
Mon Apr 16 12:30:37 2018	1523903437	0	18	18	18
Mon Apr 16 12:30:39 2018	1523903439	0	18	18	18
Mon Apr 16 12:30:39 2018	1523903439	0	18	18	18
Mon Apr 16 12:30:38 2018	1523903438	0	18	18	18
Mon Apr 16 12:30:37 2018	1523903437	0	18	18	18
Mon Apr 16 12:30:38 2018	1523903438	0	19	19	19
Mon Apr 16 12:30:37 2018	1523903437	0	19	19	19
Mon Apr 16 12:30:37 2018	1523903437	0	19	19	19
Mon Apr 16 12:30:38 2018	1523903438	0	19	19	19
Mon Apr 16 12:30:37 2018	1523903437	0	19	19	19
Mon Apr 16 12:30:38 2018	1523903438	0	19	19	19
Mon Apr 16 12:30:39 2018	1523903439	1	18	19	18
Mon Apr 16 12:30:37 2018	1523903437	1	18	19	18
Mon Apr 16 12:30:37 2018	1523903437	0	19	19	19
Mon Apr 16 12:30:38 2018	1523903438	0	19	19	19
Mon Apr 16 12:30:37 2018	1523903437	0	19	19	19
Mon Apr 16 12:30:38 2018	1523903438	0	19	19	19
Mon Apr 16 12:30:38 2018	1523903438	0	19	19	19
Mon Apr 16 12:30:40 2018	1523903440	1	18	19	18
Mon Apr 16 12:30:38 2018	1523903438	1	19	20	18
Mon Apr 16 12:30:38 2018	1523903438	0	20	20	20
Mon Apr 16 12:30:40 2018	1523903440	0	20	20	20
Mon Apr 16 12:30:37 2018	1523903437	0	20	20	20
Mon Apr 16 12:30:38 2018	1523903438	0	20	20	20
Mon Apr 16 12:30:38 2018	1523903438	0	20	20	20
Mon Apr 16 12:30:37 2018	1523903437	0	20	20	20
Mon Apr 16 12:30:37 2018	1523903437	0	20	20	20
Mon Apr 16 12:30:40 2018	1523903440	0	20	20	20
Mon Apr 16 12:30:37 2018	1523903437	1	19	20	19
Mon Apr 16 12:30:38 2018	1523903438	0	20	20	20
Mon Apr 16 12:30:38 2018	1523903438	0	21	21	21
Mon Apr 16 12:30:38 2018	1523903438	0	21	21	20
Mon Apr 16 12:30:39 2018	1523903439	0	21	21	21
Mon Apr 16 12:30:40 2018	1523903440	0	21	21	21
Mon Apr 16 12:30:38 2018	1523903438	1	20	21	20
Mon Apr 16 12:30:40 2018	1523903440	1	20	21	20
Mon Apr 16 12:30:39 2018	1523903439	0	21	21	21
Mon Apr 16 12:30:37 2018	1523903437	0	21	21	21
Mon Apr 16 12:30:40 2018	1523903440	0	21	21	21
Mon Apr 16 12:30:37 2018	1523903437	0	21	21	21
Mon Apr 16 12:30:40 2018	1523903440	0	21	21	21
Mon Apr 16 12:30:37 2018	1523903437	0	21	21	20
Mon Apr 16 12:30:37 2018	1523903437	0	21	21	21
Mon Apr 16 12:30:37 2018	1523903437	0	21	21	21
Mon Apr 16 12:30:40 2018	1523903440	0	22	22	22
Mon Apr 16 12:30:40 2018	1523903440	0	22	22	22
Mon Apr 16 12:30:40 2018	1523903440	0	22	22	22
Mon Apr 16 12:30:38 2018	1523903438	0	22	22	22
Mon Apr 16 12:30:38 2018	1523903438	0	22	22	22
Mon Apr 16 12:30:38 2018	1523903438	0	22	22	22
Mon Apr 16 12:30:38 2018	1523903438	0	22	22	22
Mon Apr 16 12:30:40 2018	1523903440	0	22	22	22
Mon Apr 16 12:30:40 2018	1523903440	0	22	22	22
Mon Apr 16 12:30:37 2018	1523903437	0	22	22	22
Mon Apr 16 12:30:40 2018	1523903440	0	22	22	22
Mon Apr 16 12:30:38 2018	1523903438	0	22	22	22
Mon Apr 16 12:30:40 2018	1523903440	0	22	22	22
Mon Apr 16 12:30:40 2018	1523903440	1	21	22	21
Mon Apr 16 12:30:40 2018	1523903440	1	21	22	21
Mon Apr 16 12:30:38 2018	1523903438	1	21	22	21
Mon Apr 16 12:30:37 2018	1523903437	0	22	22	22
Mon Apr 16 12:30:37 2018	1523903437	0	22	22	22
Mon Apr 16 12:30:39 2018	1523903439	0	22	22	22
Mon Apr 16 12:30:37 2018	1523903437	0	22	22	22
Mon Apr 16 12:30:37 2018	1523903437	1	21	22	21
Mon Apr 16 12:30:37 2018	1523903437	0	22	22	22
Mon Apr 16 12:30:38 2018	1523903438	0	22	22	22
Mon Apr 16 12:30:37 2018	1523903437	0	22	22	22
Mon Apr 16 12:30:38 2018	1523903438	0	22	22	22
Mon Apr 16 12:30:38 2018	1523903438	0	22	22	22
Mon Apr 16 12:30:39 2018	1523903439	0	22	22	22
Mon Apr 16 12:30:40 2018	1523903440	0	22	22	22
Mon Apr 16 12:30:38 2018	1523903438	0	22	22	22
Mon Apr 16 12:30:38 2018	1523903438	1	22	22	22
Mon Apr 16 12:30:38 2018	1523903438	0	22	22	22
Mon Apr 16 12:30:40 2018	1523903440	1	22	22	22
Mon Apr 16 12:30:37 2018	1523903437	0	22	22	22
Mon Apr 16 12:30:39 2018	1523903439	0	22	22	22
Mon Apr 16 12:30:38 2018	1523903438	0	22	22	22
Mon Apr 16 12:30:40 2018	1523903440	0	22	22	22
Mon Apr 16 12:30:38 2018	1523903438	1	22	22	22
Mon Apr 16 12:30:38 2018	1523903438	0	22	22	22
Mon Apr 16 12:30:40 2018	1523903440	1	22	22	22
Mon Apr 16 12:30:38 2018	1523903438	1	22	22	22
Mon Apr 16 12:30:38 2018	1523903438	0	22	22	22
Mon Apr 16 12:30:37 2018	1523903437	0	22	22	22
Mon Apr 16 12:30:38 2018	1523903438	0	22	22	22
Mon Apr 16 12:30:39 2018	1523903439	1	22	22	22
Mon Apr 16 12:30:37 2018	1523903437	0	23	23	23
Mon Apr 16 12:30:38 2018	1523903438	0	23	23	23
Mon Apr 16 12:30:38 2018	1523903438	0	23	23	23
Mon Apr 16 12:30:39 2018	1523903439	0	23	23	23
Mon Apr 16 12:30:40 2018	1523903440	1	22	23	22
Mon Apr 16 12:30:39 2018	1523903439	0	23	23	23
Mon Apr 16 12:30:40 2018	1523903440	0	23	23	23
Mon Apr 16 12:30:38 2018	1523903438	0	23	23	23
Mon Apr 16 12:30:39 2018	1523903439	0	23	23	23
Mon Apr 16 12:30:39 2018	1523903439	0	23	23	23
Mon Apr 16 12:30:38 2018	1523903438	0	23	23	23
Mon Apr 16 12:30:37 2018	1523903437	0	23	23	23
Mon Apr 16 12:30:37 2018	1523903437	0	23	23	23
Mon Apr 16 12:30:39 2018	1523903439	0	23	23	23
Mon Apr 16 12:30:40 2018	1523903440	1	22	23	22
Mon Apr 16 12:30:38 2018	1523903438	1	22	23	22
Mon Apr 16 12:30:39 2018	1523903439	1	22	23	22
Mon Apr 16 12:30:40 2018	1523903440	1	22	23	22
Mon Apr 16 12:30:40 2018	1523903440	0	23	23	23
Mon Apr 16 12:30:38 2018	1523903438	0	23	23	23
Mon Apr 16 12:30:40 2018	1523903440	0	23	23	23
Mon Apr 16 12:30:38 2018	1523903438	0	23	23	23
Mon Apr 16 12:30:38 2018	1523903438	0	23	23	23
Mon Apr 16 12:30:38 2018	1523903438	0	23	23	23
Mon Apr 16 12:30:40 2018	1523903440	0	23	23	23
Mon Apr 16 12:30:40 2018	1523903440	0	23	23	23
Mon Apr 16 12:30:40 2018	1523903440	0	23	23	23
Mon Apr 16 12:30:38 2018	1523903438	0	23	23	23
Mon Apr 16 12:30:38 2018	1523903438	0	23	23	23
Mon Apr 16 12:30:38 2018	1523903438	1	22	23	22
Mon Apr 16 12:30:37 2018	1523903437	1	23	24	23
Mon Apr 16 12:30:40 2018	1523903440	0	24	24	24
Mon Apr 16 12:30:40 2018	1523903440	0	24	24	24
Mon Apr 16 12:30:38 2018	1523903438	0	24	24	24
Mon Apr 16 12:30:39 2018	1523903439	1	23	24	23
Mon Apr 16 12:30:37 2018	1523903437	0	24	24	23
Mon Apr 16 12:30:37 2018	1523903437	0	24	24	24
Mon Apr 16 12:30:38 2018	1523903438	1	23	24	23
Mon Apr 16 12:30:38 2018	1523903438	1	23	24	23
Mon Apr 16 12:30:38 2018	1523903438	0	24	24	24
Mon Apr 16 12:30:38 2018	1523903438	1	23	24	23
Mon Apr 16 12:30:40 2018	1523903440	0	24	24	24
Mon Apr 16 12:30:38 2018	1523903438	1	23	24	22
Mon Apr 16 12:30:40 2018	1523903440	0	24	24	24
Mon Apr 16 12:30:39 2018	1523903439	0	24	24	24
Mon Apr 16 12:30:39 2018	1523903439	0	24	24	24
Mon Apr 16 12:30:38 2018	1523903438	0	24	24	24
Mon Apr 16 12:30:38 2018	1523903438	0	24	24	24
Mon Apr 16 12:30:38 2018	1523903438	0	24	24	24
Mon Apr 16 12:30:38 2018	1523903438	0	24	24	24
Mon Apr 16 12:30:40 2018	1523903440	0	24	24	24
Mon Apr 16 12:30:39 2018	1523903439	0	24	24	24
Mon Apr 16 12:30:40 2018	1523903440	0	24	24	24
Mon Apr 16 12:30:39 2018	1523903439	0	24	24	24
Mon Apr 16 12:30:38 2018	1523903438	0	24	24	24
Mon Apr 16 12:30:37 2018	1523903437	0	24	24	24
Mon Apr 16 12:30:38 2018	1523903438	0	24	24	24
Mon Apr 16 12:30:40 2018	1523903440	0	24	24	24
Mon Apr 16 12:30:40 2018	1523903440	1	23	24	23
Mon Apr 16 12:30:37 2018	1523903437	0	24	24	24
Mon Apr 16 12:30:37 2018	1523903437	1	23	24	23
Mon Apr 16 12:30:38 2018	1523903438	0	24	24	24
Mon Apr 16 12:30:37 2018	1523903437	0	24	24	24
Mon Apr 16 12:30:40 2018	1523903440	0	24	24	24
Mon Apr 16 12:30:40 2018	1523903440	0	24	24	24
Mon Apr 16 12:30:39 2018	1523903439	1	23	24	23
Mon Apr 16 12:30:37 2018	1523903437	0	25	25	25
Mon Apr 16 12:30:37 2018	1523903437	0	25	25	25
Mon Apr 16 12:30:40 2018	1523903440	1	24	25	24
Mon Apr 16 12:30:38 2018	1523903438	0	25	25	25
Mon Apr 16 12:30:40 2018	1523903440	0	25	25	25
Mon Apr 16 12:30:38 2018	1523903438	0	25	25	25
Mon Apr 16 12:30:40 2018	1523903440	0	25	25	25
Mon Apr 16 12:30:37 2018	1523903437	0	25	25	25
Mon Apr 16 12:30:38 2018	1523903438	1	24	25	24
Mon Apr 16 12:30:38 2018	1523903438	1	24	25	24
Mon Apr 16 12:30:38 2018	1523903438	0	25	25	25
Mon Apr 16 12:30:38 2018	1523903438	0	25	25	25
Mon Apr 16 12:30:38 2018	1523903438	0	25	25	25
Mon Apr 16 12:30:38 2018	1523903438	0	25	25	25
Mon Apr 16 12:30:40 2018	1523903440	1	24	25	24
Mon Apr 16 12:30:38 2018	1523903438	1	24	25	24
Mon Apr 16 12:30:38 2018	1523903438	0	25	25	25
Mon Apr 16 12:30:38 2018	1523903438	0	25	25	24
Mon Apr 16 12:30:40 2018	1523903440	0	25	25	24
Mon Apr 16 12:30:40 2018	1523903440	0	25	25	25
Mon Apr 16 12:30:40 2018	1523903440	0	25	25	24
Mon Apr 16 12:30:39 2018	1523903439	0	25	25	25
Mon Apr 16 12:30:40 2018	1523903440	0	25	25	25
Mon Apr 16 12:30:39 2018	1523903439	0	25	25	25
Mon Apr 16 12:30:40 2018	1523903440	0	25	25	25
Mon Apr 16 12:30:40 2018	1523903440	0	25	25	25
Mon Apr 16 12:30:38 2018	1523903438	0	25	25	25
Mon Apr 16 12:30:37 2018	1523903437	0	25	25	25
Mon Apr 16 12:30:40 2018	1523903440	0	25	25	25
Mon Apr 16 12:30:38 2018	1523903438	0	25	25	25
Mon Apr 16 12:30:39 2018	1523903439	0	25	25	25
Mon Apr 16 12:30:38 2018	1523903438	0	25	25	25
Mon Apr 16 12:30:38 2018	1523903438	0	25	25	25
Mon Apr 16 12:30:38 2018	1523903438	0	25	25	25
Mon Apr 16 12:30:37 2018	1523903437	0	25	25	25
Mon Apr 16 12:30:37 2018	1523903437	1	25	26	25
Mon Apr 16 12:30:37 2018	1523903437	1	26	26	26
Mon Apr 16 12:30:40 2018	1523903440	0	26	26	26
Mon Apr 16 12:30:39 2018	1523903439	1	25	26	24
Mon Apr 16 12:30:38 2018	1523903438	0	26	26	25
Mon Apr 16 12:30:37 2018	1523903437	1	25	26	25
Mon Apr 16 12:30:40 2018	1523903440	0	26	26	26
Mon Apr 16 12:30:39 2018	1523903439	1	25	26	25
Mon Apr 16 12:30:40 2018	1523903440	0	26	26	25
Mon Apr 16 12:30:37 2018	1523903437	0	26	26	26
Mon Apr 16 12:30:39 2018	1523903439	1	25	26	25
Mon Apr 16 12:30:39 2018	1523903439	0	26	26	26
Mon Apr 16 12:30:39 2018	1523903439	1	25	26	25
Mon Apr 16 12:30:40 2018	1523903440	0	26	26	26
Mon Apr 16 12:30:39 2018	1523903439	0	26	26	26
Mon Apr 16 12:30:38 2018	1523903438	1	25	26	25
Mon Apr 16 12:30:38 2018	1523903438	0	26	26	26
Mon Apr 16 12:30:40 2018	1523903440	1	25	26	25
Mon Apr 16 12:30:38 2018	1523903438	0	26	26	26
Mon Apr 16 12:30:39 2018	1523903439	0	26	26	26
Mon Apr 16 12:30:39 2018	1523903439	1	25	26	25
Mon Apr 16 12:30:38 2018	1523903438	0	26	26	26
Mon Apr 16 12:30:38 2018	1523903438	0	26	26	26
Mon Apr 16 12:30:38 2018	1523903438	0	26	26	26
Mon Apr 16 12:30:38 2018	1523903438	0	26	26	26
Mon Apr 16 12:30:40 2018	1523903440	0	26	26	26
Mon Apr 16 12:30:39 2018	1523903439	0	26	26	26
Mon Apr 16 12:30:37 2018	1523903437	0	26	26	26
Mon Apr 16 12:30:38 2018	1523903438	0	26	26	26
Mon Apr 16 12:30:39 2018	1523903439	0	26	26	26
Mon Apr 16 12:30:38 2018	1523903438	0	26	26	26
Mon Apr 16 12:30:38 2018	1523903438	0	26	26	26
Mon Apr 16 12:30:38 2018	1523903438	0	26	26	26
Mon Apr 16 12:30:39 2018	1523903439	0	26	26	26
Mon Apr 16 12:30:38 2018	1523903438	0	26	26	26
Mon Apr 16 12:30:40 2018	1523903440	0	26	26	26
Mon Apr 16 12:30:38 2018	1523903438	0	26	26	26
Mon Apr 16 12:30:38 2018	1523903438	0	26	26	26
Mon Apr 16 12:30:40 2018	1523903440	0	26	26	26
Mon Apr 16 12:30:40 2018	1523903440	0	26	26	26
Mon Apr 16 12:30:38 2018	1523903438	0	26	26	26
Mon Apr 16 12:30:38 2018	1523903438	0	26	26	26
Mon Apr 16 12:30:40 2018	1523903440	0	26	26	26
Mon Apr 16 12:30:37 2018	1523903437	0	26	26	26
Mon Apr 16 12:30:39 2018	1523903439	1	25	26	25
Mon Apr 16 12:30:38 2018	1523903438	1	25	26	25
Mon Apr 16 12:30:37 2018	1523903437	1	25	26	25
Mon Apr 16 12:30:38 2018	1523903438	0	26	26	26
Mon Apr 16 12:30:38 2018	1523903438	1	25	26	25
Mon Apr 16 12:30:40 2018	1523903440	1	25	26	25
Mon Apr 16 12:30:38 2018	1523903438	0	26	26	26
Mon Apr 16 12:30:40 2018	1523903440	0	26	26	26
Mon Apr 16 12:30:40 2018	1523903440	0	26	26	26
Mon Apr 16 12:30:40 2018	1523903440	0	26	26	26
Mon Apr 16 12:30:38 2018	1523903438	0	26	26	26
Mon Apr 16 12:30:40 2018	1523903440	0	26	26	26
Mon Apr 16 12:30:38 2018	1523903438	0	26	26	26
Mon Apr 16 12:30:40 2018	1523903440	0	26	26	26
Mon Apr 16 12:30:39 2018	1523903439	0	26	26	26
Mon Apr 16 12:30:39 2018	1523903439	0	26	26	26
Mon Apr 16 12:30:37 2018	1523903437	0	27	27	27
Mon Apr 16 12:30:37 2018	1523903437	0	27	27	26
Mon Apr 16 12:30:37 2018	1523903437	0	27	27	27
Mon Apr 16 12:30:37 2018	1523903437	0	27	27	27
Mon Apr 16 12:30:40 2018	1523903440	0	27	27	27
Mon Apr 16 12:30:39 2018	1523903439	0	27	27	27
Mon Apr 16 12:30:40 2018	1523903440	1	26	27	26
Mon Apr 16 12:30:38 2018	1523903438	0	27	27	27
Mon Apr 16 12:30:40 2018	1523903440	0	27	27	27
Mon Apr 16 12:30:38 2018	1523903438	0	27	27	27
Mon Apr 16 12:30:38 2018	1523903438	0	27	27	27
Mon Apr 16 12:30:40 2018	1523903440	0	27	27	27
Mon Apr 16 12:30:37 2018	1523903437	0	27	27	27
Mon Apr 16 12:30:38 2018	1523903438	0	27	27	27
Mon Apr 16 12:30:39 2018	1523903439	0	27	27	27
Mon Apr 16 12:30:38 2018	1523903438	0	27	27	26
Mon Apr 16 12:30:36 2018	1523903436	1	26	27	26
Mon Apr 16 12:30:38 2018	1523903438	1	26	27	26
Mon Apr 16 12:30:39 2018	1523903439	0	27	27	27
Mon Apr 16 12:30:39 2018	1523903439	0	27	27	25
Mon Apr 16 12:30:40 2018	1523903440	1	26	27	26
Mon Apr 16 12:30:40 2018	1523903440	0	27	27	27
Mon Apr 16 12:30:39 2018	1523903439	0	27	27	27
Mon Apr 16 12:30:38 2018	1523903438	0	27	27	27
Mon Apr 16 12:30:38 2018	1523903438	0	27	27	27
Mon Apr 16 12:30:39 2018	1523903439	0	27	27	27
Mon Apr 16 12:30:38 2018	1523903438	0	27	27	27
Mon Apr 16 12:30:38 2018	1523903438	0	27	27	27
Mon Apr 16 12:30:38 2018	1523903438	0	27	27	27
Mon Apr 16 12:30:37 2018	1523903437	0	27	27	27
Mon Apr 16 12:30:38 2018	1523903438	0	27	27	27
Mon Apr 16 12:30:39 2018	1523903439	0	27	27	27
Mon Apr 16 12:30:38 2018	1523903438	0	27	27	27
Mon Apr 16 12:30:40 2018	1523903440	0	27	27	27
Mon Apr 16 12:30:40 2018	1523903440	0	27	27	27
Mon Apr 16 12:30:38 2018	1523903438	0	27	27	27
Mon Apr 16 12:30:40 2018	1523903440	0	27	27	27
Mon Apr 16 12:30:39 2018	1523903439	0	27	27	27
Mon Apr 16 12:30:38 2018	1523903438	0	27	27	27
Mon Apr 16 12:30:38 2018	1523903438	0	27	27	27
Mon Apr 16 12:30:38 2018	1523903438	0	27	27	27
Mon Apr 16 12:30:40 2018	1523903440	0	27	27	27
Mon Apr 16 12:30:38 2018	1523903438	0	27	27	27
Mon Apr 16 12:30:38 2018	1523903438	0	27	27	27
Mon Apr 16 12:30:40 2018	1523903440	0	27	27	27
Mon Apr 16 12:30:39 2018	1523903439	0	27	27	27
Mon Apr 16 12:30:37 2018	1523903437	0	27	27	27
Mon Apr 16 12:30:39 2018	1523903439	0	27	27	27
Mon Apr 16 12:30:37 2018	1523903437	0	28	28	28
Mon Apr 16 12:30:37 2018	1523903437	0	28	28	28
Mon Apr 16 12:30:37 2018	1523903437	0	28	28	28
Mon Apr 16 12:30:39 2018	1523903439	0	28	28	28
Mon Apr 16 12:30:40 2018	1523903440	1	27	28	27
Mon Apr 16 12:30:39 2018	1523903439	1	27	28	27
Mon Apr 16 12:30:40 2018	1523903440	0	28	28	28
Mon Apr 16 12:30:38 2018	1523903438	0	28	28	28
Mon Apr 16 12:30:38 2018	1523903438	0	28	28	28
Mon Apr 16 12:30:38 2018	1523903438	0	28	28	28
Mon Apr 16 12:30:40 2018	1523903440	1	27	28	27
Mon Apr 16 12:30:39 2018	1523903439	0	28	28	28
Mon Apr 16 12:30:38 2018	1523903438	1	27	28	27
Mon Apr 16 12:30:40 2018	1523903440	0	28	28	28
Mon Apr 16 12:30:38 2018	1523903438	0	28	28	28
Mon Apr 16 12:30:40 2018	1523903440	0	28	28	28
Mon Apr 16 12:30:38 2018	1523903438	0	28	28	28
Mon Apr 16 12:30:38 2018	1523903438	0	28	28	28
Mon Apr 16 12:30:40 2018	1523903440	0	28	28	28
Mon Apr 16 12:30:37 2018	1523903437	0	28	28	28
Mon Apr 16 12:30:40 2018	1523903440	1	27	28	27
Mon Apr 16 12:30:37 2018	1523903437	0	28	28	28
Mon Apr 16 12:30:37 2018	1523903437	0	28	28	28
Mon Apr 16 12:30:39 2018	1523903439	0	28	28	28
Mon Apr 16 12:30:38 2018	1523903438	0	28	28	28
Mon Apr 16 12:30:39 2018	1523903439	0	28	28	28
Mon Apr 16 12:30:39 2018	1523903439	0	28	28	28
Mon Apr 16 12:30:38 2018	1523903438	1	27	28	27
Mon Apr 16 12:30:40 2018	1523903440	0	28	28	28
Mon Apr 16 12:30:38 2018	1523903438	0	28	28	28
Mon Apr 16 12:30:40 2018	1523903440	1	27	28	27
Mon Apr 16 12:30:40 2018	1523903440	1	27	28	27
Mon Apr 16 12:30:37 2018	1523903437	0	28	28	28
Mon Apr 16 12:30:40 2018	1523903440	1	27	28	27
Mon Apr 16 12:30:39 2018	1523903439	1	27	28	27
Mon Apr 16 12:30:38 2018	1523903438	0	28	28	28
Mon Apr 16 12:30:40 2018	1523903440	0	28	28	28
Mon Apr 16 12:30:40 2018	1523903440	1	27	28	27
Mon Apr 16 12:30:40 2018	1523903440	1	27	28	27
Mon Apr 16 12:30:39 2018	1523903439	1	27	28	27
Mon Apr 16 12:30:37 2018	1523903437	0	28	28	28
Mon Apr 16 12:30:37 2018	1523903437	1	28	29	28
Mon Apr 16 12:30:40 2018	1523903440	0	29	29	29
Mon Apr 16 12:30:40 2018	1523903440	0	29	29	28
Mon Apr 16 12:30:39 2018	1523903439	0	29	29	29
Mon Apr 16 12:30:38 2018	1523903438	1	28	29	28
Mon Apr 16 12:30:39 2018	1523903439	0	29	29	29
Mon Apr 16 12:30:39 2018	1523903439	0	29	29	29
Mon Apr 16 12:30:37 2018	1523903437	0	29	29	27
Mon Apr 16 12:30:38 2018	1523903438	0	29	29	29
Mon Apr 16 12:30:39 2018	1523903439	0	29	29	29
Mon Apr 16 12:30:38 2018	1523903438	0	29	29	29
Mon Apr 16 12:30:39 2018	1523903439	0	29	29	29
Mon Apr 16 12:30:40 2018	1523903440	1	28	29	28
Mon Apr 16 12:30:39 2018	1523903439	1	28	29	28
Mon Apr 16 12:30:37 2018	1523903437	0	29	29	29
Mon Apr 16 12:30:39 2018	1523903439	0	29	29	29
Mon Apr 16 12:30:39 2018	1523903439	1	28	29	28
Mon Apr 16 12:30:39 2018	1523903439	1	28	29	27
Mon Apr 16 12:30:38 2018	1523903438	0	29	29	29
Mon Apr 16 12:30:38 2018	1523903438	0	29	29	29
Mon Apr 16 12:30:39 2018	1523903439	0	29	29	29
Mon Apr 16 12:30:37 2018	1523903437	0	29	29	29
Mon Apr 16 12:30:39 2018	1523903439	0	29	29	29
Mon Apr 16 12:30:38 2018	1523903438	0	29	29	29
Mon Apr 16 12:30:37 2018	1523903437	0	29	29	29
Mon Apr 16 12:30:38 2018	1523903438	0	29	29	29
Mon Apr 16 12:30:39 2018	1523903439	0	29	29	29
Mon Apr 16 12:30:40 2018	1523903440	0	29	29	29
Mon Apr 16 12:30:40 2018	1523903440	0	29	29	29
Mon Apr 16 12:30:40 2018	1523903440	0	29	29	29
Mon Apr 16 12:30:40 2018	1523903440	0	29	29	29
Mon Apr 16 12:30:40 2018	1523903440	0	29	29	29
Mon Apr 16 12:30:38 2018	1523903438	0	29	29	29
Mon Apr 16 12:30:40 2018	1523903440	0	29	29	29
Mon Apr 16 12:30:39 2018	1523903439	0	29	29	29
Mon Apr 16 12:30:38 2018	1523903438	0	29	29	29
Mon Apr 16 12:30:40 2018	1523903440	0	29	29	29
Mon Apr 16 12:30:39 2018	1523903439	0	29	29	28
Mon Apr 16 12:30:39 2018	1523903439	0	29	29	29
Mon Apr 16 12:30:39 2018	1523903439	0	29	29	29
Mon Apr 16 12:30:40 2018	1523903440	0	29	29	29
Mon Apr 16 12:30:38 2018	1523903438	0	29	29	29
Mon Apr 16 12:30:39 2018	1523903439	0	29	29	29
Mon Apr 16 12:30:37 2018	1523903437	0	30	30	30
Mon Apr 16 12:30:40 2018	1523903440	1	29	30	29
Mon Apr 16 12:30:40 2018	1523903440	1	29	30	29
Mon Apr 16 12:30:39 2018	1523903439	1	29	30	29
Mon Apr 16 12:30:40 2018	1523903440	1	29	30	29
Mon Apr 16 12:30:37 2018	1523903437	0	30	30	30
Mon Apr 16 12:30:40 2018	1523903440	0	30	30	30
Mon Apr 16 12:30:39 2018	1523903439	0	30	30	30
Mon Apr 16 12:30:39 2018	1523903439	0	30	30	30
Mon Apr 16 12:30:40 2018	1523903440	0	30	30	30
Mon Apr 16 12:30:40 2018	1523903440	0	30	30	30
Mon Apr 16 12:30:38 2018	1523903438	0	30	30	30
Mon Apr 16 12:30:39 2018	1523903439	0	30	30	30
Mon Apr 16 12:30:38 2018	1523903438	0	30	30	30
Mon Apr 16 12:30:37 2018	1523903437	0	30	30	30
Mon Apr 16 12:30:39 2018	1523903439	0	30	30	30
Mon Apr 16 12:30:38 2018	1523903438	0	30	30	30
Mon Apr 16 12:30:39 2018	1523903439	0	30	30	30
Mon Apr 16 12:30:40 2018	1523903440	0	30	30	30
Mon Apr 16 12:30:40 2018	1523903440	0	30	30	30
Mon Apr 16 12:30:38 2018	1523903438	0	30	30	30
Mon Apr 16 12:30:37 2018	1523903437	0	30	30	30
Mon Apr 16 12:30:38 2018	1523903438	0	30	30	30
Mon Apr 16 12:30:38 2018	1523903438	0	30	30	30
Mon Apr 16 12:30:39 2018	1523903439	0	30	30	30
Mon Apr 16 12:30:39 2018	1523903439	0	30	30	30
Mon Apr 16 12:30:39 2018	1523903439	0	30	30	30
Mon Apr 16 12:30:39 2018	1523903439	0	30	30	30
Mon Apr 16 12:30:38 2018	1523903438	0	30	30	30
